name,dependent_repos_count,dependent_packages_count,amp,github_owner,maintainers_count,namespace,repository_url,homepage
supports-color,5765200,4053,1422.1,chalk,1,,https://github.com/chalk/supports-color,https://github.com/chalk/supports-color#readme
fs.realpath,5532257,2476,2233.5,isaacs,1,,https://github.com/isaacs/fs.realpath,https://github.com/isaacs/fs.realpath#readme
fill-range,5461792,2299,2374.7,jonschlinkert,4,,https://github.com/jonschlinkert/fill-range,https://github.com/jonschlinkert/fill-range
to-regex-range,5300496,2203,2404.9,micromatch,2,,https://github.com/micromatch/to-regex-range,https://github.com/micromatch/to-regex-range
fsevents,5289351,5083,1040.4,fsevents,2,,https://github.com/fsevents/fsevents,https://github.com/fsevents/fsevents
statuses,5106018,2199,2320.9,jshttp,4,,https://github.com/jshttp/statuses,https://github.com/jshttp/statuses#readme
setprototypeof,5068682,1763,2873.4,wesleytodd,1,,https://github.com/wesleytodd/setprototypeof,https://github.com/wesleytodd/setprototypeof
unpipe,5053604,1163,4341.6,stream-utils,1,,https://github.com/stream-utils/unpipe,https://github.com/stream-utils/unpipe
fresh,5019855,1541,3255.4,jshttp,2,,https://github.com/jshttp/fresh,https://github.com/jshttp/fresh#readme
send,4993661,2106,2370.0,pillarjs,4,,https://github.com/pillarjs/send,https://github.com/pillarjs/send#readme
fast-deep-equal,4968905,4389,1131.9,epoberezkin,1,,https://github.com/epoberezkin/fast-deep-equal,https://github.com/epoberezkin/fast-deep-equal#readme
fast-json-stable-stringify,4957551,2347,2111.4,epoberezkin,1,,https://github.com/epoberezkin/fast-json-stable-stringify,https://github.com/epoberezkin/fast-json-stable-stringify
utils-merge,4948638,1591,3108.4,jaredhanson,1,,https://github.com/jaredhanson/utils-merge,https://github.com/jaredhanson/utils-merge#readme
finalhandler,4946523,2033,2431.9,pillarjs,3,,https://github.com/pillarjs/finalhandler,https://github.com/pillarjs/finalhandler#readme
readdirp,4905460,1914,2561.6,paulmillr,2,,https://github.com/paulmillr/readdirp,https://github.com/paulmillr/readdirp
uri-js,4745435,1923,2466.4,garycourt,1,,https://github.com/garycourt/uri-js,https://github.com/garycourt/uri-js
to-fast-properties,4631839,1647,2810.6,sindresorhus,1,,https://github.com/sindresorhus/to-fast-properties,https://github.com/sindresorhus/to-fast-properties#readme
jsesc,4543338,2094,2168.7,mathiasbynens,1,,https://github.com/mathiasbynens/jsesc,https://mths.be/jsesc
etag,4534857,2013,2251.7,jshttp,3,,https://github.com/jshttp/etag,https://github.com/jshttp/etag#readme
destroy,4522290,1337,3379.9,stream-utils,2,,https://github.com/stream-utils/destroy,https://github.com/stream-utils/destroy#readme
wrap-ansi,4485420,2301,1948.5,chalk,1,,https://github.com/chalk/wrap-ansi,https://github.com/chalk/wrap-ansi#readme
cliui,4471191,2055,2174.7,yargs,2,,https://github.com/yargs/cliui,https://github.com/yargs/cliui#readme
vary,4406042,1385,3179.0,jshttp,3,,https://github.com/jshttp/vary,https://github.com/jshttp/vary#readme
yargs-parser,4384968,3976,1102.6,yargs,3,,https://github.com/yargs/yargs-parser,https://github.com/yargs/yargs-parser#readme
toidentifier,4368444,1502,2906.5,component,4,,https://github.com/component/toidentifier,https://github.com/component/toidentifier#readme
get-caller-file,4350442,1826,2381.2,stefanpenner,1,,https://github.com/stefanpenner/get-caller-file,https://github.com/stefanpenner/get-caller-file#readme
require-directory,4338986,2217,1956.3,troygoode,1,,https://github.com/troygoode/node-require-directory,https://github.com/troygoode/node-require-directory/
sax,4312111,1856,2322.1,isaacs,1,,https://github.com/isaacs/sax-js,https://github.com/isaacs/sax-js#readme
convert-source-map,4241143,2395,1770.1,thlorenz,2,,https://github.com/thlorenz/convert-source-map,https://github.com/thlorenz/convert-source-map
isobject,4238246,1866,2270.1,jonschlinkert,3,,https://github.com/jonschlinkert/isobject,https://github.com/jonschlinkert/isobject
content-disposition,4222637,1185,3560.4,jshttp,3,,https://github.com/jshttp/content-disposition,https://github.com/jshttp/content-disposition#readme
emoji-regex,4193583,2426,1727.9,mathiasbynens,2,,https://github.com/mathiasbynens/emoji-regex,https://mths.be/emoji-regex
source-map-resolve,4169843,1036,4021.1,lydell,1,,https://github.com/lydell/source-map-resolve,https://github.com/lydell/source-map-resolve#readme
methods,4125259,1452,2839.1,jshttp,6,,https://github.com/jshttp/methods,https://github.com/jshttp/methods
cookie-signature,4104495,1056,3883.2,tj,3,,https://github.com/visionmedia/node-cookie-signature,https://github.com/visionmedia/node-cookie-signature#readme
array-flatten,4097259,1118,3661.5,blakeembrey,1,,https://github.com/blakeembrey/array-flatten,https://github.com/blakeembrey/array-flatten
ipaddr.js,4086426,1055,3869.7,whitequark,1,,https://github.com/whitequark/ipaddr.js,https://github.com/whitequark/ipaddr.js#readme
forwarded,4075117,622,6541.1,jshttp,3,,https://github.com/jshttp/forwarded,https://github.com/jshttp/forwarded#readme
repeat-string,4068394,1219,3334.7,jonschlinkert,2,,https://github.com/jonschlinkert/repeat-string,https://github.com/jonschlinkert/repeat-string
merge-descriptors,4062436,954,4253.9,sindresorhus,1,,https://github.com/sindresorhus/merge-descriptors,https://github.com/sindresorhus/merge-descriptors#readme
proxy-addr,4050584,849,4765.4,jshttp,1,,https://github.com/jshttp/proxy-addr,https://github.com/jshttp/proxy-addr#readme
electron-to-chromium,4040409,1696,2380.9,Kilian,1,,https://github.com/kilian/electron-to-chromium,https://github.com/kilian/electron-to-chromium#readme
caniuse-lite,4039789,2698,1496.8,browserslist,3,,https://github.com/browserslist/caniuse-lite,https://github.com/browserslist/caniuse-lite#readme
regjsparser,4011433,1155,3470.1,jviereck,1,,https://github.com/jviereck/regjsparser,https://github.com/jviereck/regjsparser
regexpu-core,4004137,1185,3376.2,mathiasbynens,4,,https://github.com/mathiasbynens/regexpu-core,https://mths.be/regexpu
set-blocking,3960025,1222,3238.0,yargs,1,,https://github.com/yargs/set-blocking,https://github.com/yargs/set-blocking#readme
for-in,3955204,1046,3777.7,jonschlinkert,2,,https://github.com/jonschlinkert/for-in,https://github.com/jonschlinkert/for-in
repeat-element,3941861,990,3977.7,jonschlinkert,1,,https://github.com/jonschlinkert/repeat-element,https://github.com/jonschlinkert/repeat-element
extglob,3940381,981,4012.6,micromatch,2,,https://github.com/micromatch/extglob,https://github.com/micromatch/extglob
aproba,3902120,679,5738.4,iarna,1,,https://github.com/iarna/aproba,https://github.com/iarna/aproba
decamelize,3884987,2243,1731.3,sindresorhus,1,,https://github.com/sindresorhus/decamelize,https://github.com/sindresorhus/decamelize#readme
source-map-url,3877255,1055,3671.6,lydell,1,,https://github.com/lydell/source-map-url,https://github.com/lydell/source-map-url#readme
is-wsl,3861743,2778,1389.6,sindresorhus,1,,https://github.com/sindresorhus/is-wsl,https://github.com/sindresorhus/is-wsl#readme
chownr,3832022,706,5420.1,isaacs,1,,https://github.com/isaacs/chownr,https://github.com/isaacs/chownr#readme
resolve-url,3826097,1047,3650.9,lydell,1,,https://github.com/lydell/resolve-url,https://github.com/lydell/resolve-url
urix,3824956,955,4001.0,lydell,1,,https://github.com/lydell/urix,https://github.com/lydell/urix
ret,3789143,930,4070.0,fent,1,,https://github.com/fent/ret.js,https://github.com/fent/ret.js#readme
set-value,3784516,1539,2457.5,jonschlinkert,2,,https://github.com/jonschlinkert/set-value,https://github.com/jonschlinkert/set-value
to-object-path,3784348,922,4100.1,jonschlinkert,1,,https://github.com/jonschlinkert/to-object-path,https://github.com/jonschlinkert/to-object-path
split-string,3781840,974,3878.8,jonschlinkert,2,,https://github.com/jonschlinkert/split-string,https://github.com/jonschlinkert/split-string
has-values,3781356,938,4027.0,jonschlinkert,1,,https://github.com/jonschlinkert/has-values,https://github.com/jonschlinkert/has-values
union-value,3781195,936,4035.4,jonschlinkert,2,,https://github.com/jonschlinkert/union-value,https://github.com/jonschlinkert/union-value
static-extend,3781103,922,4096.5,jonschlinkert,1,,https://github.com/jonschlinkert/static-extend,https://github.com/jonschlinkert/static-extend
has-value,3780978,984,3838.6,jonschlinkert,1,,https://github.com/jonschlinkert/has-value,https://github.com/jonschlinkert/has-value
unset-value,3780809,961,3930.2,jonschlinkert,2,,https://github.com/jonschlinkert/unset-value,https://github.com/jonschlinkert/unset-value
to-regex,3780644,944,4000.7,jonschlinkert,1,,https://github.com/jonschlinkert/to-regex,https://github.com/jonschlinkert/to-regex
use,3780112,949,3979.1,jonschlinkert,2,,https://github.com/jonschlinkert/use,https://github.com/jonschlinkert/use
snapdragon,3779990,943,4004.2,here-be,3,,https://github.com/here-be/snapdragon,https://github.com/here-be/snapdragon
fragment-cache,3779677,926,4077.3,jonschlinkert,1,,https://github.com/jonschlinkert/fragment-cache,https://github.com/jonschlinkert/fragment-cache
snapdragon-node,3778633,926,4076.2,here-be,2,,https://github.com/here-be/snapdragon-node,https://github.com/here-be/snapdragon-node
snapdragon-util,3777798,921,4097.4,here-be,2,,https://github.com/here-be/snapdragon-util,https://github.com/here-be/snapdragon-util
safe-regex,3777495,1070,3527.1,davisjam,1,,https://github.com/davisjam/safe-regex,https://github.com/davisjam/safe-regex
array-union,3770523,1900,1983.4,sindresorhus,1,,https://github.com/sindresorhus/array-union,https://github.com/sindresorhus/array-union#readme
upath,3720651,1449,2566.0,anodynos,1,,https://github.com/anodynos/upath,http://github.com/anodynos/upath/
node-releases,3706114,1539,2406.6,chicoxyzzy,1,,https://github.com/chicoxyzzy/node-releases,https://github.com/chicoxyzzy/node-releases#readme
import-fresh,3695872,1794,2059.0,sindresorhus,1,,https://github.com/sindresorhus/import-fresh,https://github.com/sindresorhus/import-fresh#readme
on-headers,3651378,1380,2644.0,jshttp,3,,https://github.com/jshttp/on-headers,https://github.com/jshttp/on-headers#readme
@nodelib/fs.stat,3630379,22,157842.6,nodelib,1,nodelib,"",
regenerate,3619401,1313,2754.5,mathiasbynens,1,,https://github.com/mathiasbynens/regenerate,https://mths.be/regenerate
regjsgen,3603178,785,4584.2,bnjmnt4n,1,,https://github.com/bnjmnt4n/regjsgen,https://github.com/bnjmnt4n/regjsgen
loose-envify,3548702,1968,1802.3,zertosh,1,,https://github.com/zertosh/loose-envify,https://github.com/zertosh/loose-envify
universalify,3543281,1464,2418.6,RyanZim,1,,https://github.com/RyanZim/universalify,https://github.com/RyanZim/universalify#readme
abbrev,3523128,786,4476.7,npm,6,,https://github.com/npm/abbrev-js,https://github.com/npm/abbrev-js#readme
postcss-value-parser,3512274,1164,3014.8,TrySound,3,,https://github.com/TrySound/postcss-value-parser,https://github.com/TrySound/postcss-value-parser
cosmiconfig,3498872,3392,1031.2,cosmiconfig,2,,https://github.com/cosmiconfig/cosmiconfig,https://github.com/cosmiconfig/cosmiconfig#readme
is-path-inside,3491616,1018,3426.5,sindresorhus,1,,https://github.com/sindresorhus/is-path-inside,https://github.com/sindresorhus/is-path-inside#readme
require-main-filename,3489281,1021,3414.2,yargs,1,,https://github.com/yargs/require-main-filename,https://github.com/yargs/require-main-filename#readme
which-module,3468922,1003,3455.1,nexdrew,1,,https://github.com/nexdrew/which-module,https://github.com/nexdrew/which-module#readme
resolve-cwd,3467571,1547,2240.0,sindresorhus,1,,https://github.com/sindresorhus/resolve-cwd,https://github.com/sindresorhus/resolve-cwd#readme
import-local,3448463,2488,1385.5,sindresorhus,1,,https://github.com/sindresorhus/import-local,https://github.com/sindresorhus/import-local#readme
regenerate-unicode-properties,3423176,969,3529.0,mathiasbynens,2,,https://github.com/mathiasbynens/regenerate-unicode-properties,https://github.com/mathiasbynens/regenerate-unicode-properties
unicode-match-property-value-ecmascript,3422854,965,3543.3,mathiasbynens,2,,https://github.com/mathiasbynens/unicode-match-property-value-ecmascript,https://github.com/mathiasbynens/unicode-match-property-value-ecmascript
unicode-match-property-ecmascript,3422853,962,3554.4,mathiasbynens,2,,https://github.com/mathiasbynens/unicode-match-property-ecmascript,https://github.com/mathiasbynens/unicode-match-property-ecmascript
unicode-canonical-property-names-ecmascript,3422841,966,3539.6,mathiasbynens,2,,https://github.com/mathiasbynens/unicode-canonical-property-names-ecmascript,https://github.com/mathiasbynens/unicode-canonical-property-names-ecmascript
unicode-property-aliases-ecmascript,3422378,968,3531.9,mathiasbynens,2,,https://github.com/mathiasbynens/unicode-property-aliases-ecmascript,https://github.com/mathiasbynens/unicode-property-aliases-ecmascript
compressible,3417401,948,3601.1,jshttp,5,,https://github.com/jshttp/compressible,https://github.com/jshttp/compressible#readme
regenerator-transform,3406360,1133,3003.8,facebook,1,,https://github.com/facebook/regenerator,https://github.com/facebook/regenerator/tree/main#readme
minipass,3331406,559,5948.9,isaacs,1,,https://github.com/isaacs/minipass,https://github.com/isaacs/minipass#readme
code-point-at,3327025,473,7019.0,sindresorhus,1,,https://github.com/sindresorhus/code-point-at,https://github.com/sindresorhus/code-point-at#readme
cssesc,3326249,637,5213.6,mathiasbynens,1,,https://github.com/mathiasbynens/cssesc,https://mths.be/cssesc
normalize-url,3314181,1479,2239.3,sindresorhus,1,,https://github.com/sindresorhus/normalize-url,https://github.com/sindresorhus/normalize-url#readme
is-obj,3285488,758,4328.7,sindresorhus,1,,https://github.com/sindresorhus/is-obj,https://github.com/sindresorhus/is-obj#readme
entities,3284033,1313,2499.3,fb55,1,,https://github.com/fb55/entities,https://github.com/fb55/entities#readme
nopt,3268107,1897,1721.9,npm,6,,https://github.com/npm/nopt,https://github.com/npm/nopt#readme
fs-minipass,3246496,452,7166.7,isaacs,1,,https://github.com/npm/fs-minipass,https://github.com/npm/fs-minipass#readme
domelementtype,3231030,561,5749.2,fb55,1,,https://github.com/fb55/domelementtype,https://github.com/fb55/domelementtype#readme
domutils,3228971,679,4748.5,fb55,1,,https://github.com/fb55/domutils,https://github.com/fb55/domutils#readme
dom-serializer,3228474,641,5028.8,cheeriojs,1,,https://github.com/cheeriojs/dom-serializer,https://github.com/cheeriojs/dom-serializer#readme
dir-glob,3220445,1249,2576.4,kevva,1,,https://github.com/kevva/dir-glob,https://github.com/kevva/dir-glob#readme
ci-info,3193954,1691,1887.7,watson,2,,https://github.com/watson/ci-info,https://github.com/watson/ci-info
normalize-range,3193916,296,10753.9,jamestalmage,1,,https://github.com/jamestalmage/normalize-range,https://github.com/jamestalmage/normalize-range#readme
ansi-colors,3150703,3032,1038.8,doowb,2,,https://github.com/doowb/ansi-colors,https://github.com/doowb/ansi-colors
batch,3143451,618,5078.3,visionmedia,2,,https://github.com/visionmedia/batch,https://github.com/visionmedia/batch#readme
core-js-compat,3132941,1046,2992.3,zloirock,1,,https://github.com/zloirock/core-js,https://core-js.io
are-we-there-yet,3119265,423,7356.8,npm,6,,https://github.com/npm/are-we-there-yet,https://github.com/npm/are-we-there-yet
faye-websocket,3105318,665,4662.6,faye,1,,https://github.com/faye/faye-websocket-node,https://github.com/faye/faye-websocket-node
serve-index,3089164,1319,2340.3,expressjs,2,,https://github.com/expressjs/serve-index,https://github.com/expressjs/serve-index#readme
is-plain-obj,3088043,1631,1892.2,sindresorhus,1,,https://github.com/sindresorhus/is-plain-obj,https://github.com/sindresorhus/is-plain-obj#readme
html-entities,3072516,2023,1518.0,mdevils,1,,https://github.com/mdevils/html-entities,https://github.com/mdevils/html-entities#readme
boolbase,3068155,444,6894.7,fb55,1,,https://github.com/fb55/boolbase,
indent-string,3057889,1911,1599.3,sindresorhus,1,,https://github.com/sindresorhus/indent-string,https://github.com/sindresorhus/indent-string#readme
postcss-selector-parser,3057693,1276,2394.4,postcss,4,,https://github.com/postcss/postcss-selector-parser,https://github.com/postcss/postcss-selector-parser
websocket-driver,3054684,332,9173.2,faye,1,,https://github.com/faye/websocket-driver-node,https://github.com/faye/websocket-driver-node
websocket-extensions,3053754,395,7711.5,faye,1,,https://github.com/faye/websocket-extensions-node,http://github.com/faye/websocket-extensions-node
css-what,3053195,558,5461.9,fb55,1,,https://github.com/fb55/css-what,https://github.com/fb55/css-what#readme
css-select,3051138,634,4804.9,fb55,1,,https://github.com/fb55/css-select,https://github.com/fb55/css-select#readme
p-map,3047734,2155,1413.6,sindresorhus,1,,https://github.com/sindresorhus/p-map,https://github.com/sindresorhus/p-map#readme
nth-check,3045368,502,6054.4,fb55,1,,https://github.com/fb55/nth-check,https://github.com/fb55/nth-check
parse5,3044435,2540,1198.1,inikulin,5,,https://github.com/inikulin/parse5,https://parse5.js.org
node-forge,3039204,2329,1304.4,digitalbazaar,3,,https://github.com/digitalbazaar/forge,https://github.com/digitalbazaar/forge
object.getownpropertydescriptors,3015809,405,7428.1,es-shims,1,,https://github.com/es-shims/object.getownpropertydescriptors,https://github.com/es-shims/object.getownpropertydescriptors#readme
write-file-atomic,3006428,1611,1865.0,npm,6,,https://github.com/npm/write-file-atomic,https://github.com/npm/write-file-atomic
detect-node,2961651,817,3620.6,iliakan,1,,https://github.com/iliakan/detect-node,https://github.com/iliakan/detect-node
wide-align,2924368,512,5700.5,iarna,1,,https://github.com/iarna/wide-align,https://github.com/iarna/wide-align#readme
loglevel,2916090,2228,1308.3,pimterry,1,,https://github.com/pimterry/loglevel,https://github.com/pimterry/loglevel
handle-thing,2913713,307,9460.1,spdy-http2,2,,https://github.com/indutny/handle-thing,https://github.com/spdy-http2/handle-thing#readme
hpack.js,2912523,299,9708.4,indutny,1,,https://github.com/indutny/hpack.js,https://github.com/indutny/hpack.js#readme
http-deceiver,2911733,301,9641.5,spdy-http2,2,,https://github.com/indutny/http-deceiver,https://github.com/indutny/http-deceiver#readme
deep-extend,2907130,1932,1503.9,unclechu,1,,https://github.com/unclechu/node-deep-extend,https://github.com/unclechu/node-deep-extend
dns-packet,2905460,535,5420.6,mafintosh,2,,https://github.com/mafintosh/dns-packet,https://github.com/mafintosh/dns-packet
obuf,2904278,311,9308.6,indutny,1,,https://github.com/indutny/offset-buffer,https://github.com/indutny/offset-buffer
dns-equal,2899979,299,9666.6,watson,1,,https://github.com/watson/dns-equal,https://github.com/watson/dns-equal#readme
sockjs,2898020,754,3838.4,sockjs,6,,https://github.com/sockjs/sockjs-node,https://github.com/sockjs/sockjs-node
multicast-dns,2890983,408,7068.4,mafintosh,2,,https://github.com/mafintosh/multicast-dns,https://github.com/mafintosh/multicast-dns
parent-module,2884337,1320,2183.4,sindresorhus,1,,https://github.com/sindresorhus/parent-module,https://github.com/sindresorhus/parent-module#readme
select-hose,2883774,299,9612.6,indutny,1,,https://github.com/indutny/select-hose,https://github.com/indutny/select-hose#readme
minizlib,2883623,431,6675.1,isaacs,1,,https://github.com/isaacs/minizlib,https://github.com/isaacs/minizlib#readme
spdy,2882748,677,4251.8,spdy-http2,4,,https://github.com/indutny/node-spdy,https://github.com/indutny/node-spdy
spdy-transport,2882507,298,9640.5,spdy-http2,3,,https://github.com/spdy-http2/spdy-transport,https://github.com/spdy-http2/spdy-transport
wbuf,2880775,302,9507.5,indutny,1,,https://github.com/indutny/wbuf,https://github.com/indutny/wbuf
array-uniq,2875330,615,4667.7,sindresorhus,1,,https://github.com/sindresorhus/array-uniq,https://github.com/sindresorhus/array-uniq#readme
selfsigned,2874002,650,4414.7,jfromaniello,2,,https://github.com/jfromaniello/selfsigned,https://github.com/jfromaniello/selfsigned#readme
thunky,2870641,509,5628.7,mafintosh,2,,https://github.com/mafintosh/thunky,https://github.com/mafintosh/thunky#readme
delegates,2863488,650,4398.6,tj,2,,https://github.com/visionmedia/node-delegates,https://github.com/visionmedia/node-delegates
rc,2862005,2071,1381.3,dominictarr,9,,https://github.com/dominictarr/rc,https://github.com/dominictarr/rc#readme
has-unicode,2839706,450,6296.5,iarna,1,,https://github.com/iarna/has-unicode,https://github.com/iarna/has-unicode
gauge,2839239,517,5481.2,npm,6,,https://github.com/npm/gauge,https://github.com/npm/gauge
domhandler,2836242,732,3869.4,fb55,1,,https://github.com/fb55/domhandler,https://github.com/fb55/domhandler#readme
lodash.memoize,2831604,1176,2405.8,lodash,2,,https://github.com/lodash/lodash,https://lodash.com/
console-control-strings,2830527,405,6971.7,iarna,1,,https://github.com/iarna/console-control-strings,https://github.com/iarna/console-control-strings#readme
killable,2829299,190,14813.1,marten-de-vries,1,,https://github.com/marten-de-vries/killable,https://github.com/marten-de-vries/killable#readme
he,2827549,2111,1338.8,mathiasbynens,2,,https://github.com/mathiasbynens/he,https://mths.be/he
http-parser-js,2825835,374,7535.6,creationix,2,,https://github.com/creationix/http-parser-js,https://github.com/creationix/http-parser-js#readme
util.promisify,2823576,805,3503.2,ljharb,1,,https://github.com/ljharb/util.promisify,https://github.com/ljharb/util.promisify#readme
postcss-modules-local-by-default,2822309,640,4403.0,css-modules,4,,https://github.com/css-modules/postcss-modules-local-by-default,https://github.com/css-modules/postcss-modules-local-by-default#readme
postcss-modules-scope,2822065,642,4388.9,css-modules,4,,https://github.com/css-modules/postcss-modules-scope,https://github.com/css-modules/postcss-modules-scope
postcss-modules-extract-imports,2821775,607,4641.1,css-modules,4,,https://github.com/css-modules/postcss-modules-extract-imports,https://github.com/css-modules/postcss-modules-extract-imports
postcss-modules-values,2820939,708,3978.8,css-modules,4,,https://github.com/css-modules/postcss-modules-values,https://github.com/css-modules/postcss-modules-values#readme
postcss-load-config,2814519,1791,1570.6,postcss,2,,https://github.com/postcss/postcss-load-config,https://github.com/postcss/postcss-load-config#readme
is-path-cwd,2813907,698,4025.6,sindresorhus,1,,https://github.com/sindresorhus/is-path-cwd,https://github.com/sindresorhus/is-path-cwd#readme
dot-prop,2793438,1698,1644.2,sindresorhus,1,,https://github.com/sindresorhus/dot-prop,https://github.com/sindresorhus/dot-prop#readme
icss-utils,2763117,449,6140.3,css-modules,4,,https://github.com/css-modules/icss-utils,https://github.com/css-modules/icss-utils#readme
csso,2739126,982,2786.5,css,3,,https://github.com/css/csso,https://github.com/css/csso#readme
default-gateway,2735340,430,6346.5,silverwind,1,,https://github.com/silverwind/default-gateway,https://github.com/silverwind/default-gateway#readme
lodash.uniq,2728170,1679,1623.9,lodash,2,,https://github.com/lodash/lodash,https://lodash.com/
htmlparser2,2705632,2492,1085.3,fb55,1,,https://github.com/fb55/htmlparser2,https://github.com/fb55/htmlparser2#readme
prepend-http,2699993,394,6835.4,sindresorhus,1,,https://github.com/sindresorhus/prepend-http,https://github.com/sindresorhus/prepend-http#readme
regexp.prototype.flags,2663940,973,2735.1,es-shims,1,,https://github.com/es-shims/RegExp.prototype.flags,https://github.com/es-shims/RegExp.prototype.flags#readme
istanbul-lib-coverage,2660713,1460,1821.2,istanbuljs,4,,https://github.com/istanbuljs/istanbuljs,https://istanbul.js.org/
istanbul-lib-instrument,2654386,1191,2226.8,istanbuljs,4,,https://github.com/istanbuljs/istanbuljs,https://istanbul.js.org/
acorn-walk,2651754,2121,1249.6,acornjs,3,,https://github.com/acornjs/acorn,https://github.com/acornjs/acorn
leven,2646898,1515,1746.0,sindresorhus,1,,https://github.com/sindresorhus/leven,https://github.com/sindresorhus/leven#readme
caniuse-api,2639534,395,6665.5,Nyalab,2,,https://github.com/nyalab/caniuse-api,https://github.com/nyalab/caniuse-api#readme
is-directory,2639327,688,3830.7,jonschlinkert,1,,https://github.com/jonschlinkert/is-directory,https://github.com/jonschlinkert/is-directory
asap,2638377,929,2837.0,kriskowal,2,,https://github.com/kriskowal/asap,https://github.com/kriskowal/asap#readme
istanbul-lib-report,2624956,1085,2417.1,istanbuljs,4,,https://github.com/istanbuljs/istanbuljs,https://istanbul.js.org/
istanbul-reports,2624626,1242,2111.5,istanbuljs,5,,https://github.com/istanbuljs/istanbuljs,https://istanbul.js.org/
retry,2613336,1355,1927.2,tim-kos,1,,https://github.com/tim-kos/node-retry,https://github.com/tim-kos/node-retry
postcss-discard-duplicates,2610183,471,5530.0,cssnano,8,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
postcss-discard-comments,2609645,861,3027.4,cssnano,8,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
istanbul-lib-source-maps,2609340,1011,2578.4,istanbuljs,4,,https://github.com/istanbuljs/istanbuljs,https://istanbul.js.org/
postcss-colormin,2608578,279,9316.4,cssnano,8,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
postcss-convert-values,2608449,271,9589.9,cssnano,8,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
postcss-merge-rules,2608449,391,6654.2,cssnano,8,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
postcss-discard-empty,2608036,375,6936.3,cssnano,8,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
postcss-merge-longhand,2607516,300,8662.8,cssnano,7,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
postcss-discard-overridden,2607367,271,9585.9,cssnano,8,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
postcss-minify-selectors,2606910,284,9147.1,cssnano,8,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
postcss-minify-font-values,2606696,279,9309.6,cssnano,8,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
postcss-minify-params,2606663,276,9410.3,cssnano,8,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
postcss-minify-gradients,2606474,279,9308.8,cssnano,7,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
postcss-normalize-charset,2605480,275,9440.1,cssnano,7,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
postcss-normalize-url,2605036,271,9577.3,cssnano,8,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
postcss-ordered-values,2604789,284,9139.6,cssnano,7,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
postcss-unique-selectors,2604443,275,9436.4,cssnano,8,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
postcss-svgo,2604423,363,7155.0,cssnano,7,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
postcss-reduce-transforms,2604213,277,9367.7,cssnano,7,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
postcss-reduce-initial,2604174,268,9680.9,cssnano,7,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
querystringify,2603839,469,5540.1,unshiftio,4,,https://github.com/unshiftio/querystringify,https://github.com/unshiftio/querystringify
eslint-utils,2601363,1189,2186.0,mysticatea,1,,https://github.com/mysticatea/eslint-utils,https://github.com/mysticatea/eslint-utils#readme
url-parse,2588673,2573,1005.7,unshiftio,4,,https://github.com/unshiftio/url-parse,https://github.com/unshiftio/url-parse#readme
exit,2586560,1183,2184.6,cowboy,1,,https://github.com/cowboy/node-exit,
gensync,2570540,1307,1965.2,loganfsmyth,1,,https://github.com/loganfsmyth/gensync,https://github.com/loganfsmyth/gensync
css-tree,2569508,820,3129.7,csstree,2,,https://github.com/csstree/csstree,https://github.com/csstree/csstree#readme
mdn-data,2565409,353,7246.9,mdn,7,,https://github.com/mdn/data,https://developer.mozilla.org
coa,2561415,276,9247.0,veged,2,,https://github.com/veged/coa,http://github.com/veged/coa
depd,2556983,2323,1100.3,dougwilson,1,,https://github.com/dougwilson/nodejs-depd,https://github.com/dougwilson/nodejs-depd#readme
is-path-in-cwd,2551635,195,13018.5,sindresorhus,1,,https://github.com/sindresorhus/is-path-in-cwd,https://github.com/sindresorhus/is-path-in-cwd#readme
osenv,2539491,826,3070.7,npm,6,,https://github.com/npm/osenv,https://github.com/npm/osenv#readme
stable,2520174,429,5860.9,Two-Screen,1,,https://github.com/Two-Screen/stable,https://github.com/Two-Screen/stable#readme
v8-compile-cache,2512522,1143,2196.3,zertosh,2,,https://github.com/zertosh/v8-compile-cache,https://github.com/zertosh/v8-compile-cache#readme
num2fraction,2504920,161,15462.5,yisibl,1,,https://github.com/yisibl/num2fraction,https://github.com/yisibl/num2fraction#readme
lower-case,2498991,462,5397.4,blakeembrey,1,,https://github.com/blakeembrey/change-case,https://github.com/blakeembrey/change-case/tree/master/packages/lower-case#readme
