name,dependent_repos_count,dependent_packages_count,amp,github_owner,maintainers_count,namespace,repository_url,homepage
map-age-cleaner,1910180,212,8968.0,SamVerschueren,1,,https://github.com/SamVerschueren/map-age-cleaner,https://github.com/SamVerschueren/map-age-cleaner#readme
@eslint/eslintrc,1908494,114,16595.6,eslint,2,eslint,https://github.com/eslint/eslintrc,https://github.com/eslint/eslintrc#readme
diff-sequences,1907072,866,2199.6,jestjs,5,,https://github.com/jestjs/jest,https://github.com/jestjs/jest#readme
is-docker,1904010,1218,1561.9,sindresorhus,1,,https://github.com/sindresorhus/is-docker,https://github.com/sindresorhus/is-docker#readme
hex-color-regex,1901703,143,13206.3,regexhq,1,,https://github.com/regexps/hex-color-regex,https://github.com/regexps/hex-color-regex#readme
hsl-regex,1901287,117,16112.6,regexhq,1,,https://github.com/regexps/hsl-regex,https://github.com/regexps/hsl-regex
hsla-regex,1901249,117,16112.3,regexhq,1,,https://github.com/regexps/hsla-regex,https://github.com/regexps/hsla-regex
is-color-stop,1899064,107,17583.9,MattJeanes,1,,https://github.com/pigcan/is-color-stop,https://github.com/pigcan/is-color-stop#readme
@typescript-eslint/typescript-estree,1892157,980,1928.8,typescript-eslint,2,typescript-eslint,https://github.com/typescript-eslint/typescript-eslint,https://typescript-eslint.io/packages/typescript-estree
address,1880434,1339,1403.3,node-modules,1,,https://github.com/node-modules/address,https://github.com/node-modules/address#readme
cssnano-util-raw-cache,1871573,92,20124.4,cssnano,4,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
cssnano-util-get-arguments,1871519,95,19495.0,cssnano,4,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
cssnano-util-get-match,1871280,94,19697.7,cssnano,4,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
cssnano-util-same-parent,1871199,93,19906.4,cssnano,4,,https://github.com/cssnano/cssnano,https://github.com/cssnano/cssnano
content-type,1866290,1719,1085.1,jshttp,3,,https://github.com/jshttp/content-type,https://github.com/jshttp/content-type#readme
core-js-pure,1859896,586,3168.5,zloirock,1,,https://github.com/zloirock/core-js,https://core-js.io
clean-stack,1858195,927,2002.4,sindresorhus,1,,https://github.com/sindresorhus/clean-stack,https://github.com/sindresorhus/clean-stack#readme
@csstools/normalize.css,1850962,49,37019.2,csstools,3,csstools,https://github.com/csstools/normalize.css,https://github.com/csstools/normalize.css#readme
object.fromentries,1845167,808,2280.8,es-shims,1,,https://github.com/es-shims/Object.fromEntries,https://github.com/es-shims/Object.fromEntries#readme
process-nextick-args,1840796,1469,1252.2,calvinmetcalf,1,,https://github.com/calvinmetcalf/process-nextick-args,https://github.com/calvinmetcalf/process-nextick-args
aggregate-error,1838394,1297,1416.3,sindresorhus,1,,https://github.com/sindresorhus/aggregate-error,https://github.com/sindresorhus/aggregate-error#readme
media-typer,1827941,900,2028.8,jshttp,3,,https://github.com/jshttp/media-typer,https://github.com/jshttp/media-typer#readme
type-is,1827489,1361,1341.8,jshttp,3,,https://github.com/jshttp/type-is,https://github.com/jshttp/type-is#readme
object.entries,1821810,1067,1705.8,es-shims,1,,https://github.com/es-shims/Object.entries,https://github.com/es-shims/Object.entries#readme
is-svg,1819878,427,4252.1,sindresorhus,1,,https://github.com/sindresorhus/is-svg,https://github.com/sindresorhus/is-svg#readme
@istanbuljs/load-nyc-config,1817306,45,39506.7,istanbuljs,5,istanbuljs,https://github.com/istanbuljs/load-nyc-config,https://github.com/istanbuljs/load-nyc-config#readme
jest-worker,1815505,1610,1126.9,jestjs,5,,https://github.com/jestjs/jest,
find-cache-dir,1812888,1793,1010.5,sindresorhus,1,,https://github.com/sindresorhus/find-cache-dir,https://github.com/sindresorhus/find-cache-dir#readme
@sinonjs/commons,1806144,18,95060.2,sinonjs,6,sinonjs,https://github.com/sinonjs/commons,https://github.com/sinonjs/commons#readme
@cnakazawa/watch,1803043,7,225380.4,mikeal,1,cnakazawa,https://github.com/mikeal/watch,https://github.com/mikeal/watch
run-parallel,1799977,1520,1183.4,feross,1,,https://github.com/feross/run-parallel,https://github.com/feross/run-parallel
html-comment-regex,1798605,94,18932.7,stevemao,1,,https://github.com/stevemao/html-comment-regex,https://github.com/stevemao/html-comment-regex
negotiator,1792608,1392,1286.9,jshttp,4,,https://github.com/jshttp/negotiator,https://github.com/jshttp/negotiator#readme
string.prototype.trimstart,1790728,964,1855.7,es-shims,2,,https://github.com/es-shims/String.prototype.trimStart,https://github.com/es-shims/String.prototype.trimStart#readme
string.prototype.trimend,1790656,971,1842.2,es-shims,2,,https://github.com/es-shims/String.prototype.trimEnd,https://github.com/es-shims/String.prototype.trimEnd#readme
growly,1787793,422,4226.5,theabraham,1,,https://github.com/theabraham/growly,https://github.com/theabraham/growly#readme
shellwords,1785236,426,4180.9,jimmycuadra,1,,https://github.com/jimmycuadra/shellwords,https://github.com/jimmycuadra/shellwords
html-escaper,1783603,1087,1639.3,WebReflection,1,,https://github.com/WebReflection/html-escaper,https://github.com/WebReflection/html-escaper
saxes,1780495,540,3291.1,lddubeau,1,,https://github.com/lddubeau/saxes,https://github.com/lddubeau/saxes#readme
xmlchars,1779785,452,3928.9,lddubeau,1,,https://github.com/lddubeau/xmlchars,https://github.com/lddubeau/xmlchars#readme
@typescript-eslint/types,1779331,178,9940.4,typescript-eslint,2,typescript-eslint,https://github.com/typescript-eslint/typescript-eslint,https://typescript-eslint.io
@typescript-eslint/visitor-keys,1779288,33,52332.0,typescript-eslint,2,typescript-eslint,https://github.com/typescript-eslint/typescript-eslint,https://typescript-eslint.io
range-parser,1777583,1535,1157.3,jshttp,6,,https://github.com/jshttp/range-parser,https://github.com/jshttp/range-parser#readme
last-call-webpack-plugin,1772842,36,47914.6,NMFR,1,,https://github.com/NMFR/last-call-webpack-plugin,http://github.com/NMFR/last-call-webpack-plugin
object.values,1768320,1257,1405.7,es-shims,1,,https://github.com/es-shims/Object.values,https://github.com/es-shims/Object.values#readme
json-parse-even-better-errors,1767279,1295,1363.6,npm,7,,https://github.com/npm/json-parse-even-better-errors,https://github.com/npm/json-parse-even-better-errors#readme
w3c-xmlserializer,1766365,383,4599.9,jsdom,6,,https://github.com/jsdom/w3c-xmlserializer,https://github.com/jsdom/w3c-xmlserializer#readme
strip-final-newline,1746604,1237,1410.8,sindresorhus,1,,https://github.com/sindresorhus/strip-final-newline,https://github.com/sindresorhus/strip-final-newline#readme
fastq,1731737,1274,1358.2,mcollina,1,,https://github.com/mcollina/fastq,https://github.com/mcollina/fastq#readme
loader-runner,1725917,805,2141.3,webpack,3,,https://github.com/webpack/loader-runner,https://github.com/webpack/loader-runner#readme
requires-port,1725022,549,3136.4,unshiftio,2,,https://github.com/unshiftio/requires-port,https://github.com/unshiftio/requires-port
@hapi/address,1718656,19,85932.8,hapijs,7,hapi,https://github.com/hapijs/address,https://github.com/hapijs/address#readme
@typescript-eslint/scope-manager,1714452,81,20908.0,typescript-eslint,2,typescript-eslint,https://github.com/typescript-eslint/typescript-eslint,https://typescript-eslint.io/packages/scope-manager
for-own,1710262,360,4737.6,jonschlinkert,3,,https://github.com/jonschlinkert/for-own,https://github.com/jonschlinkert/for-own
crypto-random-string,1704297,960,1773.5,sindresorhus,1,,https://github.com/sindresorhus/crypto-random-string,https://github.com/sindresorhus/crypto-random-string#readme
esrecurse,1702132,1563,1088.3,estools,3,,https://github.com/estools/esrecurse,https://github.com/estools/esrecurse
unique-string,1699885,610,2782.1,sindresorhus,1,,https://github.com/sindresorhus/unique-string,https://github.com/sindresorhus/unique-string#readme
human-signals,1698573,1153,1471.9,ehmicky,1,,https://github.com/ehmicky/human-signals,https://www.github.com/ehmicky/human-signals
is-regexp,1682812,166,10076.7,sindresorhus,1,,https://github.com/sindresorhus/is-regexp,https://github.com/sindresorhus/is-regexp#readme
array-includes,1681276,1460,1150.8,es-shims,1,,https://github.com/es-shims/array-includes,https://github.com/es-shims/array-includes#readme
object-inspect,1680414,1486,1130.1,inspect-js,2,,https://github.com/inspect-js/object-inspect,https://github.com/inspect-js/object-inspect
@bcoe/v8-coverage,1666305,17,92572.5,demurgos,1,bcoe,https://github.com/bcoe/v8-coverage,https://github.com/bcoe/v8-coverage#readme
@sinonjs/fake-timers,1659283,393,4211.4,sinonjs,6,sinonjs,https://github.com/sinonjs/fake-timers,https://github.com/sinonjs/fake-timers
postcss-nesting,1654733,1089,1518.1,csstools,3,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-nesting#readme
postcss-custom-media,1653996,895,1846.0,csstools,5,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-custom-media#readme
postcss-media-minmax,1650322,350,4701.8,postcss,5,,https://github.com/postcss/postcss-media-minmax,https://github.com/postcss/postcss-media-minmax#readme
postcss-custom-selectors,1650085,305,5392.4,csstools,6,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-custom-selectors#readme
postcss-selector-not,1649800,266,6179.0,csstools,5,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-selector-not#readme
postcss-color-hex-alpha,1648613,137,11946.5,csstools,5,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-color-hex-alpha#readme
postcss-color-rebeccapurple,1648600,116,14090.6,csstools,5,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-color-rebeccapurple#readme
postcss-initial,1648558,201,8161.2,maximkoretskiy,1,,https://github.com/maximkoretskiy/postcss-initial,
postcss-font-variant,1648471,108,15123.6,postcss,3,,https://github.com/postcss/postcss-font-variant,https://github.com/postcss/postcss-font-variant#readme
postcss-attribute-case-insensitive,1648429,78,20866.2,csstools,4,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-attribute-case-insensitive#readme
postcss-pseudo-class-any-link,1648296,118,13851.2,csstools,3,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-pseudo-class-any-link#readme
postcss-replace-overflow-wrap,1647876,86,18941.1,MattDiMu,1,,https://github.com/MattDiMu/postcss-replace-overflow-wrap,https://github.com/MattDiMu/postcss-replace-overflow-wrap
is-boolean-object,1646078,909,1808.9,inspect-js,1,,https://github.com/inspect-js/is-boolean-object,https://github.com/inspect-js/is-boolean-object#readme
confusing-browser-globals,1644562,981,1674.7,facebook,5,,https://github.com/facebook/create-react-app,https://github.com/facebook/create-react-app#readme
postcss-focus-within,1640569,80,20253.9,csstools,3,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-focus-within#readme
asynckit,1640325,1286,1274.5,alexindigo,1,,https://github.com/alexindigo/asynckit,https://github.com/alexindigo/asynckit#readme
is-number-object,1637126,907,1803.0,inspect-js,1,,https://github.com/inspect-js/is-number-object,https://github.com/inspect-js/is-number-object#readme
cssdb,1632110,76,21196.2,csstools,3,,https://github.com/csstools/cssdb,https://github.com/csstools/cssdb#readme
postcss-focus-visible,1631645,137,11823.5,csstools,3,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-focus-visible#readme
internal-slot,1631550,867,1879.7,ljharb,1,,https://github.com/ljharb/internal-slot,https://github.com/ljharb/internal-slot#readme
postcss-dir-pseudo-class,1631330,100,16151.8,csstools,3,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-dir-pseudo-class#readme
postcss-logical,1631320,109,14830.2,csstools,3,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-logical#readme
postcss-color-functional-notation,1631008,75,21460.6,csstools,3,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-color-functional-notation#readme
postcss-page-break,1630965,78,20645.1,shrpne,1,,https://github.com/shrpne/postcss-page-break,https://github.com/shrpne/postcss-page-break#readme
postcss-lab-function,1630291,71,22642.9,csstools,3,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-lab-function#readme
postcss-gap-properties,1630252,74,21736.7,csstools,3,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-gap-properties#readme
postcss-image-set-function,1630164,77,20899.5,csstools,3,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-image-set-function#readme
postcss-env-function,1630131,68,23625.1,csstools,3,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-env-function#readme
postcss-overflow-shorthand,1630031,70,22958.2,csstools,3,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-overflow-shorthand#readme
postcss-place,1630017,71,22639.1,csstools,3,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-place#readme
interpret,1629520,1406,1158.2,gulpjs,3,,https://github.com/gulpjs/interpret,https://github.com/gulpjs/interpret#readme
is-bigint,1624594,881,1841.9,inspect-js,1,,https://github.com/inspect-js/is-bigint,https://github.com/inspect-js/is-bigint#readme
get-stdin,1619929,1614,1003.1,sindresorhus,1,,https://github.com/sindresorhus/get-stdin,https://github.com/sindresorhus/get-stdin#readme
defined,1619645,523,3090.9,inspect-js,1,,https://github.com/inspect-js/defined,https://github.com/inspect-js/defined
postcss-double-position-gradients,1613631,68,23386.0,csstools,3,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-double-position-gradients#readme
@xtuc/long,1612951,10,146631.9,dcodeIO,1,xtuc,https://github.com/dcodeIO/long.js,https://github.com/dcodeIO/long.js#readme
@jridgewell/resolve-uri,1611961,10,146541.9,jridgewell,1,jridgewell,https://github.com/jridgewell/resolve-uri,https://github.com/jridgewell/resolve-uri#readme
has-bigints,1609070,879,1828.5,inspect-js,1,,https://github.com/ljharb/has-bigints,https://github.com/ljharb/has-bigints#readme
has-tostringtag,1605281,894,1793.6,inspect-js,1,,https://github.com/inspect-js/has-tostringtag,https://github.com/inspect-js/has-tostringtag#readme
css-prefers-color-scheme,1598749,76,20763.0,csstools,3,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/css-prefers-color-scheme#readme
css-has-pseudo,1598265,81,19491.0,csstools,3,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/css-has-pseudo#readme
css-blank-pseudo,1598254,70,22510.6,csstools,3,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/css-blank-pseudo#readme
get-own-enumerable-property-symbols,1592223,125,12636.7,mightyiam,1,,https://github.com/mightyiam/get-own-enumerable-property-symbols,https://github.com/mightyiam/get-own-enumerable-property-symbols#readme
stealthy-require,1590783,334,4748.6,analog-nico,1,,https://github.com/analog-nico/stealthy-require,https://github.com/analog-nico/stealthy-require#readme
stringify-object,1584491,652,2426.5,sindresorhus,1,,https://github.com/sindresorhus/stringify-object,https://github.com/sindresorhus/stringify-object#readme
@tootallnate/once,1584397,37,41694.7,TooTallNate,1,tootallnate,https://github.com/TooTallNate/once,https://github.com/TooTallNate/once#readme
@jridgewell/trace-mapping,1577545,105,14882.5,jridgewell,1,jridgewell,https://github.com/jridgewell/sourcemaps,https://github.com/jridgewell/sourcemaps/tree/main/packages/trace-mapping
agent-base,1575522,1124,1400.5,TooTallNate,1,,https://github.com/TooTallNate/proxy-agents,https://github.com/TooTallNate/proxy-agents#readme
json-stable-stringify-without-jsonify,1575335,1166,1349.9,samn,1,,https://github.com/samn/json-stable-stringify,https://github.com/samn/json-stable-stringify
@jridgewell/sourcemap-codec,1575125,83,18751.5,jridgewell,1,jridgewell,https://github.com/jridgewell/sourcemaps,https://github.com/jridgewell/sourcemaps/tree/main/packages/sourcemap-codec
update-browserslist-db,1574874,999,1574.9,browserslist,1,,https://github.com/browserslist/update-db,https://github.com/browserslist/update-db#readme
mamacro,1570567,101,15397.7,unknown,1,,"",
@typescript-eslint/experimental-utils,1566706,498,3139.7,typescript-eslint,2,typescript-eslint,https://github.com/typescript-eslint/typescript-eslint,https://github.com/typescript-eslint/typescript-eslint
react-error-overlay,1559912,1235,1262.1,facebook,4,,https://github.com/facebook/create-react-app,https://github.com/facebook/create-react-app#readme
typedarray-to-buffer,1558644,1047,1487.3,feross,1,,https://github.com/feross/typedarray-to-buffer,http://feross.org
currently-unhandled,1558373,237,6547.8,jamestalmage,1,,https://github.com/jamestalmage/currently-unhandled,https://github.com/jamestalmage/currently-unhandled#readme
url-parse-lax,1556649,335,4632.9,sindresorhus,1,,https://github.com/sindresorhus/url-parse-lax,https://github.com/sindresorhus/url-parse-lax#readme
@csstools/convert-colors,1555892,20,74090.1,jonathantneal,3,csstools,https://github.com/jonathantneal/convert-colors,https://github.com/jonathantneal/convert-colors#readme
is-root,1549428,445,3474.1,sindresorhus,1,,https://github.com/sindresorhus/is-root,https://github.com/sindresorhus/is-root#readme
deep-is,1547348,1421,1088.1,thlorenz,1,,https://github.com/thlorenz/deep-is,https://github.com/thlorenz/deep-is#readme
levn,1544784,1374,1123.5,gkz,1,,https://github.com/gkz/levn,https://github.com/gkz/levn
minimalistic-assert,1537126,652,2353.9,calvinmetcalf,2,,https://github.com/calvinmetcalf/minimalistic-assert,https://github.com/calvinmetcalf/minimalistic-assert
@hapi/bourne,1536616,90,16885.9,hapijs,7,hapi,https://github.com/hapijs/bourne,https://github.com/hapijs/bourne#readme
is-finite,1533701,371,4122.9,sindresorhus,1,,https://github.com/sindresorhus/is-finite,https://github.com/sindresorhus/is-finite#readme
repeating,1531232,436,3504.0,sindresorhus,1,,https://github.com/sindresorhus/repeating,https://github.com/sindresorhus/repeating#readme
detect-port-alt,1528523,352,4330.1,node-modules,2,,https://github.com/node-modules/detect-port,https://github.com/node-modules/detect-port
which-boxed-primitive,1526713,866,1760.9,inspect-js,1,,https://github.com/inspect-js/which-boxed-primitive,https://github.com/inspect-js/which-boxed-primitive#readme
@ampproject/remapping,1514643,145,10374.3,ampproject,2,ampproject,https://github.com/ampproject/remapping,https://github.com/ampproject/remapping#readme
is-negative-zero,1510107,1075,1403.4,inspect-js,1,,https://github.com/inspect-js/is-negative-zero,https://github.com/inspect-js/is-negative-zero
adjust-sourcemap-loader,1508724,81,18399.1,bholloway,1,,https://github.com/bholloway/adjust-sourcemap-loader,https://github.com/bholloway/adjust-sourcemap-loader
regex-parser,1507825,140,10693.8,IonicaBizau,1,,https://github.com/IonicaBizau/regex-parser.js,https://github.com/IonicaBizau/regex-parser.js
array.prototype.flat,1494153,1090,1369.5,es-shims,1,,https://github.com/es-shims/Array.prototype.flat,https://github.com/es-shims/Array.prototype.flat#readme
symbol-observable,1492619,613,2431.0,benlesh,3,,https://github.com/blesh/symbol-observable,https://github.com/blesh/symbol-observable#readme
@humanwhocodes/object-schema,1469092,4,293818.4,humanwhocodes,1,humanwhocodes,https://github.com/humanwhocodes/object-schema,https://github.com/humanwhocodes/object-schema#readme
@humanwhocodes/config-array,1468908,13,104922.0,humanwhocodes,1,humanwhocodes,https://github.com/humanwhocodes/config-array,https://github.com/humanwhocodes/config-array#readme
flatten,1468870,334,4384.7,mk-pmb,2,,https://github.com/mk-pmb/flatten-js,https://github.com/mk-pmb/flatten-js/#readme
get-symbol-description,1466580,755,1939.9,inspect-js,1,,https://github.com/inspect-js/get-symbol-description,https://github.com/inspect-js/get-symbol-description#readme
http-proxy-agent,1460327,1185,1231.3,TooTallNate,1,,https://github.com/TooTallNate/proxy-agents,https://github.com/TooTallNate/proxy-agents#readme
quick-lru,1458896,939,1552.0,sindresorhus,1,,https://github.com/sindresorhus/quick-lru,https://github.com/sindresorhus/quick-lru#readme
neo-async,1452098,1383,1049.2,suguru03,1,,https://github.com/suguru03/neo-async,https://github.com/suguru03/neo-async
strip-comments,1448020,351,4113.7,jonschlinkert,1,,https://github.com/jonschlinkert/strip-comments,https://github.com/jonschlinkert/strip-comments
commondir,1447358,1266,1142.4,substack,1,,https://github.com/substack/node-commondir,https://github.com/substack/node-commondir
node-modules-regexp,1437462,253,5659.3,jamestalmage,1,,https://github.com/jamestalmage/node-modules-regexp,https://github.com/jamestalmage/node-modules-regexp#readme
minipass-collect,1432440,235,6069.7,isaacs,1,,https://github.com/isaacs/minipass-collect,https://github.com/isaacs/minipass-collect#readme
eslint-visitor-keys,1431349,1334,1072.2,eslint,2,,https://github.com/eslint/js,https://github.com/eslint/js/blob/main/packages/eslint-visitor-keys/README.md
string.prototype.matchall,1431234,802,1782.4,es-shims,1,,https://github.com/es-shims/String.prototype.matchAll,https://github.com/es-shims/String.prototype.matchAll#readme
node-int64,1430044,1166,1225.4,broofa,2,,https://github.com/broofa/node-int64,https://github.com/broofa/node-int64
flat-cache,1427237,1275,1118.5,jaredwray,1,,https://github.com/jaredwray/cacheable,https://github.com/jaredwray/cacheable#readme
is-utf8,1425693,670,2124.7,wayfind,1,,https://github.com/wayfind/is-utf8,https://github.com/wayfind/is-utf8#readme
file-entry-cache,1425106,1201,1185.6,jaredwray,1,,https://github.com/jaredwray/cacheable,https://github.com/jaredwray/cacheable#readme
trim-right,1419753,308,4594.7,sindresorhus,1,,https://github.com/sindresorhus/trim-right,https://github.com/sindresorhus/trim-right#readme
error-stack-parser,1411254,971,1451.9,stacktracejs,5,,https://github.com/stacktracejs/error-stack-parser,https://www.stacktracejs.com
esquery,1409814,1334,1056.0,estools,2,,https://github.com/estools/esquery,https://github.com/estools/esquery/
call-me-maybe,1405360,275,5091.9,limulus,1,,https://github.com/limulus/call-me-maybe,https://github.com/limulus/call-me-maybe#readme
tmpl,1401565,1004,1394.6,daaku,1,,https://github.com/daaku/nodejs-tmpl,https://github.com/daaku/nodejs-tmpl
makeerror,1401481,979,1430.1,daaku,1,,https://github.com/daaku/nodejs-makeerror,https://github.com/daaku/nodejs-makeerror#readme
array.prototype.flatmap,1396604,1289,1082.6,es-shims,1,,https://github.com/es-shims/Array.prototype.flatMap,https://github.com/es-shims/Array.prototype.flatMap#readme
harmony-reflect,1393273,240,5781.2,tvcutsem,1,,https://github.com/tvcutsem/harmony-reflect,https://github.com/tvcutsem/harmony-reflect
date-now,1390105,152,9085.7,Raynos,1,,https://github.com/Raynos/date-now,https://github.com/Raynos/date-now
loader-fs-cache,1387991,24,55519.6,viankakrisna,1,,https://github.com/viankakrisna/loader-fs-cache,https://github.com/viankakrisna/loader-fs-cache#readme
stackframe,1380694,512,2691.4,stacktracejs,4,,https://github.com/stacktracejs/stackframe,https://www.stacktracejs.com
css-selector-tokenizer,1376465,263,5213.9,css-modules,5,,https://github.com/css-modules/css-selector-tokenizer,https://github.com/css-modules/css-selector-tokenizer
@mrmlnc/readdir-enhanced,1370853,5,228475.5,JS-DevTools,1,mrmlnc,https://github.com/bigstickcarpet/readdir-enhanced,https://github.com/bigstickcarpet/readdir-enhanced
map-obj,1367046,805,1696.1,sindresorhus,1,,https://github.com/sindresorhus/map-obj,https://github.com/sindresorhus/map-obj#readme
camelcase-keys,1363994,1168,1166.8,sindresorhus,1,,https://github.com/sindresorhus/camelcase-keys,https://github.com/sindresorhus/camelcase-keys#readme
p-each-series,1351751,596,2264.2,sindresorhus,1,,https://github.com/sindresorhus/p-each-series,https://github.com/sindresorhus/p-each-series#readme
trim-newlines,1349635,732,1841.2,sindresorhus,1,,https://github.com/sindresorhus/trim-newlines,https://github.com/sindresorhus/trim-newlines#readme
string.prototype.trimleft,1345868,71,18692.6,es-shims,1,,https://github.com/es-shims/String.prototype.trimLeft,https://github.com/es-shims/String.prototype.trimLeft#readme
string.prototype.trimright,1345864,70,18955.8,es-shims,1,,https://github.com/es-shims/String.prototype.trimRight,https://github.com/es-shims/String.prototype.trimRight#readme
mixin-object,1345650,41,32039.3,jonschlinkert,1,,https://github.com/jonschlinkert/mixin-object,https://github.com/jonschlinkert/mixin-object
type-detect,1341557,1263,1061.4,chaijs,1,,https://github.com/chaijs/type-detect,https://github.com/chaijs/type-detect#readme
upper-case,1333421,444,2996.5,blakeembrey,1,,https://github.com/blakeembrey/change-case,https://github.com/blakeembrey/change-case/tree/master/packages/upper-case#readme
http-cache-semantics,1320325,625,2109.1,kornelski,1,,https://github.com/kornelski/http-cache-semantics,https://github.com/kornelski/http-cache-semantics#readme
lazy-cache,1316797,519,2532.3,jonschlinkert,2,,https://github.com/jonschlinkert/lazy-cache,https://github.com/jonschlinkert/lazy-cache
lowercase-keys,1311902,593,2208.6,sindresorhus,1,,https://github.com/sindresorhus/lowercase-keys,https://github.com/sindresorhus/lowercase-keys#readme
microevent.ts,1308675,51,25166.8,DirtyHairy,1,,https://github.com/DirtyHairy/microevent,https://github.com/DirtyHairy/microevent#readme
encoding,1307827,937,1394.3,andris9,1,,https://github.com/andris9/encoding,https://github.com/andris9/encoding#readme
type,1301928,231,5611.8,medikoo,1,,https://github.com/medikoo/type,https://github.com/medikoo/type#readme
pascal-case,1291729,1284,1005.2,blakeembrey,1,,https://github.com/blakeembrey/change-case,https://github.com/blakeembrey/change-case/tree/master/packages/pascal-case#readme
postcss-browser-comments,1288134,45,28002.9,csstools,3,,https://github.com/csstools/postcss-plugins,https://github.com/csstools/postcss-plugins/tree/main/plugins/postcss-browser-comments#readme
amdefine,1287376,587,2189.4,jrburke,1,,https://github.com/jrburke/amdefine,http://github.com/jrburke/amdefine
array-find-index,1283983,426,3007.0,sindresorhus,1,,https://github.com/sindresorhus/array-find-index,https://github.com/sindresorhus/array-find-index#readme
@jridgewell/gen-mapping,1278783,32,38751.0,jridgewell,1,jridgewell,https://github.com/jridgewell/sourcemaps,https://github.com/jridgewell/sourcemaps/tree/main/packages/gen-mapping
@jridgewell/set-array,1278647,5,213107.8,jridgewell,1,jridgewell,https://github.com/jridgewell/set-array,https://github.com/jridgewell/set-array#readme
is-string,1277601,1198,1065.6,inspect-js,1,,https://github.com/inspect-js/is-string,https://github.com/inspect-js/is-string#readme
source-map-js,1275432,737,1728.2,7rulnik,1,,https://github.com/7rulnik/source-map-js,https://github.com/7rulnik/source-map-js
resolve-dir,1263115,308,4087.8,jonschlinkert,3,,https://github.com/jonschlinkert/resolve-dir,https://github.com/jonschlinkert/resolve-dir
min-indent,1261772,665,1894.6,jamiebuilds,2,,https://github.com/thejameskyle/min-indent,https://github.com/thejameskyle/min-indent#readme
socket.io-parser,1259292,303,4142.4,socketio,2,,https://github.com/socketio/socket.io,https://github.com/socketio/socket.io/tree/main/packages/socket.io-client#readme
svg-parser,1258790,225,5569.9,Rich-Harris,2,,https://github.com/Rich-Harris/svg-parser,https://github.com/Rich-Harris/svg-parser#README
engine.io-parser,1253645,215,5803.9,socketio,2,,https://github.com/socketio/socket.io,https://github.com/socketio/socket.io/tree/main/packages/engine.io-parser#readme
dot-case,1253468,227,5497.7,blakeembrey,1,,https://github.com/blakeembrey/change-case,https://github.com/blakeembrey/change-case/tree/master/packages/dot-case#readme
browser-resolve,1249073,558,2234.5,browserify,39,,https://github.com/browserify/browser-resolve,https://github.com/browserify/browser-resolve#readme
lilconfig,1248700,380,3277.4,antonk52,1,,https://github.com/antonk52/lilconfig,https://github.com/antonk52/lilconfig#readme
decompress-response,1244414,550,2258.5,sindresorhus,1,,https://github.com/sindresorhus/decompress-response,https://github.com/sindresorhus/decompress-response#readme
yocto-queue,1236763,1176,1050.8,sindresorhus,1,,https://github.com/sindresorhus/yocto-queue,https://github.com/sindresorhus/yocto-queue#readme
