name,dependent_repos_count,dependent_packages_count,amp,github_owner,maintainers_count,committers,stars
trywilco/actions,2976,0,2976.0,trywilco,0,5,0
slackapi/slack-github-action,2968,0,2968.0,slackapi,0,40,1206
foundry-rs/foundry-toolchain,2949,0,2949.0,foundry-rs,0,11,244
ahmadnassri/action-dependabot-auto-merge,2928,0,2928.0,ahmadnassri,0,16,309
pascalgn/automerge-action,2924,0,2924.0,pascalgn,0,39,729
peter-evans/slash-command-dispatch,2905,0,2905.0,peter-evans,0,10,656
repo-sync/pull-request,2902,0,2902.0,repo-sync,0,22,337
julia-actions/julia-processcoverage,2881,0,2881.0,julia-actions,0,8,14
EnricoMi/publish-unit-test-result-action,2873,0,2873.0,EnricoMi,0,26,701
cachix/cachix-action,2853,0,2853.0,cachix,0,19,300
reactivecircus/android-emulator-runner,2811,0,2811.0,ReactiveCircus,0,43,899
cycjimmy/semantic-release-action,2798,0,2798.0,cycjimmy,0,29,644
jakejarvis/s3-sync-action,2757,0,2757.0,jakejarvis,0,5,1075
ludeeus/action-shellcheck,2742,0,2742.0,ludeeus,0,28,245
reviewdog/action-misspell,2701,0,2701.0,reviewdog,0,19,97
crazy-max/ghaction-import-gpg,2694,0,2694.0,crazy-max,0,11,241
borales/actions-yarn,2658,0,2658.0,Borales,0,10,280
Mattraks/delete-workflow-runs,2631,0,2631.0,Mattraks,0,11,148
peter-evans/dockerhub-description,2616,0,2616.0,peter-evans,0,6,359
pypa/cibuildwheel,2581,0,2581.0,pypa,0,141,2118
peter-evans/close-issue,2575,0,2575.0,peter-evans,0,8,33
octokit/request-action,2545,0,2545.0,octokit,0,22,342
aws-actions/amazon-ecs-deploy-task-definition,2537,0,2537.0,aws-actions,0,174,715
hmarr/auto-approve-action,2529,0,2529.0,hmarr,0,17,364
andymckay/labeler,2510,0,2510.0,andymckay,0,12,37
upptime/uptime-monitor,2487,0,2487.0,upptime,0,36,294
upptime/updates,2482,0,2482.0,upptime,0,,10
rtCamp/action-slack-notify,2462,0,2462.0,rtCamp,0,32,1159
acciojob/assignment-action,2458,0,2458.0,acciojob,0,4,0
dev-drprasad/delete-older-releases,2438,0,2438.0,dev-drprasad,0,11,87
azure/docker-login,2390,0,2390.0,Azure,0,16,104
psf/black,2364,0,2364.0,psf,0,466,41080
preactjs/compressed-size-action,2308,0,2308.0,preactjs,0,35,612
actions-rs/audit-check,2306,0,2306.0,actions-rs,0,2,157
crowdin/github-action,2292,0,2292.0,crowdin,0,30,211
nick-fields/retry,2280,0,2280.0,nick-fields,0,14,325
mxschmitt/action-tmate,2262,0,2262.0,mxschmitt,0,20,2655
thollander/actions-comment-pull-request,2260,0,2260.0,thollander,0,10,321
peter-evans/create-issue-from-file,2253,0,2253.0,peter-evans,0,7,136
nuget/setup-nuget,2244,0,2244.0,NuGet,0,9,67
aormsby/Fork-Sync-With-Upstream-action,2242,0,2242.0,aormsby,0,13,203
arduino/setup-protoc,2210,0,2210.0,arduino,0,13,136
anothrNick/github-tag-action,2202,0,2202.0,anothrNick,0,55,846
helm/chart-testing-action,2194,0,2194.0,helm,0,17,206
trilom/file-changes-action,2073,0,2073.0,trilom,0,8,148
nttld/setup-ndk,2002,0,2002.0,nttld,0,7,38
dart-lang/setup-dart,1993,0,1993.0,dart-lang,0,14,213
erlef/setup-beam,1979,0,1979.0,erlef,0,22,349
ibiqlik/action-yamllint,1967,0,1967.0,ibiqlik,0,6,78
8398a7/action-slack,1954,0,1954.0,8398a7,0,25,619
rlespinasse/github-slug-action,1937,0,1937.0,rlespinasse,0,15,255
hendrikmuhs/ccache-action,1912,0,1912.0,hendrikmuhs,0,28,149
olafurpg/setup-scala,1867,0,1867.0,olafurpg,0,14,162
lukka/get-cmake,1862,0,1862.0,lukka,0,31,120
P3TERX/ssh2actions,1847,0,1847.0,P3TERX,0,1,79
martinbeentjes/npm-get-version-action,1835,0,1835.0,martinbeentjes,0,7,112
appleboy/telegram-action,1832,0,1832.0,appleboy,0,6,954
gautamkrishnar/blog-post-workflow,1811,0,1811.0,gautamkrishnar,0,25,2881
mikepenz/action-junit-report,1788,0,1788.0,mikepenz,0,26,392
codelytv/pr-size-labeler,1762,0,1762.0,CodelyTV,0,19,343
lee-dohm/no-response,1756,0,1756.0,lee-dohm,0,3,30
pozil/auto-assign-issue,1751,0,1751.0,pozil,0,13,71
micalevisk/last-issue-action,1748,0,1748.0,micalevisk,0,4,2
abatilo/actions-poetry,1744,0,1744.0,abatilo,0,20,434
athul/waka-readme,1740,0,1740.0,athul,0,28,1726
geekyeggo/delete-artifact,1731,0,1731.0,GeekyEggo,0,6,219
vn7n24fzkq/github-profile-summary-cards,1675,0,1675.0,vn7n24fzkq,0,27,2638
tj-actions/verify-changed-files,1662,0,1662.0,tj-actions,0,17,211
codacy/codacy-analysis-cli-action,1655,0,1655.0,codacy,0,24,63
GabrielBB/xvfb-action,1654,0,1654.0,GabrielBB,0,7,142
jurplel/install-qt-action,1653,0,1653.0,jurplel,0,20,429
acciojob/junit-github-action,1652,0,1652.0,acciojob,0,3,0
aws-actions/amazon-ecs-render-task-definition,1637,0,1637.0,aws-actions,0,42,327
browser-actions/setup-chrome,1636,0,1636.0,browser-actions,0,6,144
micnncim/action-label-syncer,1613,0,1613.0,micnncim,0,9,178
addnab/docker-run-action,1612,0,1612.0,addnab,0,6,135
SamKirkland/FTP-Deploy-Action,1608,0,1608.0,SamKirkland,0,18,4528
mshick/add-pr-comment,1600,0,1600.0,mshick,0,9,166
chromaui/action,1593,0,1593.0,chromaui,0,1,132
fkirc/skip-duplicate-actions,1587,0,1587.0,fkirc,0,15,414
shimataro/ssh-key-action,1561,0,1561.0,shimataro,0,3,605
nwtgck/actions-netlify,1550,0,1550.0,nwtgck,0,27,351
NuGet/setup-nuget,1541,0,1541.0,NuGet,0,9,67
julia-actions/cache,1529,0,1529.0,julia-actions,0,4,43
sonarsource/sonarcloud-github-action,1492,0,1492.0,SonarSource,0,36,608
dorny/test-reporter,1488,0,1488.0,dorny,0,40,1022
w9jds/firebase-action,1475,0,1475.0,w9jds,0,32,924
taiki-e/install-action,1474,0,1474.0,taiki-e,0,28,294
coursier/cache-action,1470,0,1470.0,coursier,0,16,63
dawidd6/action-get-tag,1460,0,1460.0,dawidd6,0,3,40
roots/issue-closer-action,1459,0,1459.0,roots,0,1,34
actions-cool/maintain-one-comment,1435,0,1435.0,actions-cool,0,2,30
wearerequired/git-mirror-action,1432,0,1432.0,wearerequired,0,6,119
reviewdog/action-eslint,1416,0,1416.0,reviewdog,0,21,254
dailydotdev/action-devcard,1413,0,1413.0,dailydotdev,0,5,101
creyD/prettier_action,1403,0,1403.0,creyD,0,28,226
re-actors/alls-green,1397,0,1397.0,re-actors,0,3,148
maxim-lobanov/setup-xcode,1388,0,1388.0,maxim-lobanov,0,9,322
reviewdog/action-golangci-lint,1387,0,1387.0,reviewdog,0,24,237
android-actions/setup-android,1380,0,1380.0,android-actions,0,11,123
cloudflare/wrangler-action,1380,0,1380.0,cloudflare,0,42,1174
EmbarkStudios/cargo-deny-action,1372,0,1372.0,EmbarkStudios,0,25,162
pierotofy/set-swap-space,1362,0,1362.0,pierotofy,0,1,56
wearerequired/lint-action,1348,0,1348.0,wearerequired,0,29,601
juliangruber/read-file-action,1348,0,1348.0,juliangruber,0,7,89
mheap/github-action-required-labels,1341,0,1341.0,mheap,0,6,90
yyx990803/release-tag,1337,0,1337.0,yyx990803,0,1,105
lukka/run-vcpkg,1328,0,1328.0,lukka,0,8,171
BSFishy/pip-action,1313,0,1313.0,BSFishy,0,3,15
