name,dependent_repos_count,dependent_packages_count,amp,github_owner,maintainers_count,committers,stars
tauri-winres,3047,3,761.8,tauri-apps,1,23,11
gilrs-core,2284,2,761.3,gilrs-project,1,,83
system-configuration-sys,3790,4,758.0,mullvad,1,10,52
cpuid-bool,6048,7,756.0,RustCrypto,1,71,438
renderdoc-sys,3020,3,755.0,ebkalderon,1,8,50
cocoa-foundation,9760,12,750.8,servo,1,192,1201
phf_shared,17200,22,747.8,rust-phf,3,63,1837
rkyv_derive,2977,3,744.3,rkyv,1,75,3539
signal-hook-mio,5204,6,743.4,vorner,1,27,725
ghash,6551,8,727.9,RustCrypto,1,7,27
ws2_32-sys,21019,28,724.8,retep998,1,166,1847
gltf-derive,2156,2,718.7,gltf-rs,1,47,593
block-padding,17193,23,716.4,RustCrypto,1,71,438
enumflags2_derive,4265,5,710.8,meithecatte,1,20,132
clap_lex,16340,22,710.4,clap-rs,1,530,14252
stdweb-derive,9223,12,709.5,koute,1,65,3436
libsecp256k1-core,4248,5,708.0,paritytech,1,27,184
ucd-trie,16964,23,706.8,BurntSushi,1,16,113
gpu-descriptor-types,3507,4,701.4,zakarumych,1,7,31
andrew,2798,3,699.5,Smithay,2,,18
same-file,36226,51,696.7,BurntSushi,1,13,117
security-framework,28352,40,691.5,kornelski,2,57,280
serialize-to-javascript,4810,6,687.1,chippers,1,,7
range-alloc,4113,5,685.5,gfx-rs,3,1,2
snafu-derive,2015,2,671.7,shepmaster,1,34,1780
dlib,7370,10,670.0,elinorbgr,1,,35
proc-macro-nested,13372,19,668.6,dtolnay,1,,204
parity-util-mem-derive,2003,2,667.7,,1,,
anes,2661,3,665.3,qwandor,2,4,23
discard,9302,13,664.4,Pauan,1,,9
core-foundation-sys,43879,66,654.9,servo,1,169,909
treediff,5226,7,653.3,Byron,1,6,90
safe_arch,2609,3,652.3,Lokathor,1,7,57
utf8-ranges,9095,13,649.6,BurntSushi,1,,43
safemem,12283,18,646.5,abonander,1,,12
javascriptcore-rs,4516,6,645.1,tauri-apps,3,18,88
pear,3866,5,644.3,SergioBenitez,1,4,51
jni-sys,17988,27,642.4,jni-rs,2,,55
opaque-debug,29157,45,633.8,RustCrypto,1,71,438
impl-codec,4418,6,631.1,paritytech,1,110,287
jobserver,20124,31,628.9,rust-lang,2,35,76
local-waker,3092,4,618.4,actix,1,80,709
num-iter,21591,34,616.9,rust-num,1,87,26
utf-8,12940,20,616.2,SimonSapin,1,,24
local-channel,3077,4,615.4,actix,1,80,709
lock_api,56441,91,613.5,Amanieu,2,103,2550
string,5491,8,610.1,carllerche,1,10,35
