name,dependent_repos_count,dependent_packages_count,amp,github_owner,maintainers_count,committers,stars
ua-parser-js,1197,7,149.6,faisalman,0,158,9903
ui-router,1787,11,148.9,angular-ui,0,207,13490
socket.io-client,1927,12,148.2,socketio,0,138,10524
jshint,1885,12,145.0,jshint,0,280,9054
neat,1736,11,144.7,thoughtbot,0,,4394
marked,5210,35,144.7,markedjs,0,194,35347
sweetalert,1235,8,137.2,t4t5,0,72,22383
leaflet,4503,32,136.5,Leaflet,0,966,43896
jasmine-ajax,2453,17,136.3,jasmine,0,79,542
jquery-mockjax,3942,29,131.4,jakerella,0,79,2105
bootstrap-social,2611,19,130.6,lipis,0,25,2898
ngstorage,2477,18,130.4,agrublev,0,,355
angular-translate,10085,77,129.3,angular-translate,0,2,73
ng-table,1017,7,127.1,esvit,0,,2756
paper-tabs,4502,35,125.1,PolymerElements,0,52,65
highcharts-ng,1193,9,119.3,pablojim,0,,1738
underscore,37151,317,116.8,jashkenas,0,343,27381
backbone,15833,136,115.6,jashkenas,0,354,28109
seiyria-bootstrap-slider,2421,20,115.3,seiyria,0,146,2982
paper-toggle-button,5065,43,115.1,PolymerElements,0,35,27
zepto,1489,12,114.5,components,0,,21
angularfire,2719,23,113.3,FirebaseExtended,0,,2738
components-font-awesome,2151,18,113.2,components,0,23,191
respond,4809,42,111.8,scottjehl,0,,11283
parsleyjs,1220,10,110.9,guillaumepotier,0,260,9021
lodash,47392,437,108.2,lodash,0,265,61109
paper-progress,5366,49,107.3,PolymerElements,0,40,32
angulartics,1177,10,107.0,angulartics,0,,1937
bootstrap-switch,1048,9,104.8,Bttstrp,0,,5091
bourbon,3028,28,104.4,thoughtbot,0,156,9053
angularjs,1982,18,104.3,angular,0,,225
slick-carousel,1244,11,103.7,kenwheeler,0,179,28616
angular-translate-loader-static-files,3522,33,103.6,angular-translate,0,,45
angular-chart.js,1447,13,103.4,arleyschrock,0,,0
firebase,3304,31,103.3,firebase,0,,36
